Частота,Сигнал 0,Сигнал 0 + шум,Сигнал 1,Сигнал 1 + шум,Сигнал 2,Сигнал 2 + шум
4394,0.0000000000000036,0.0064610000000000,0.00000000000000495,0.0018140000000000,0.00000000000001029,0.0013020000000000
4395,0.00000000000000485,0.0039450000000000,0.00000000000000927,0.0022930000000000,0.0000000000000230,0.0029170000000000
4396,0.00000000000000115,0.0026370000000000,0.0000000000000143,0.0037360000000000,0.00000000000002795,0.0012960000000000
4397,0.00000000000000528,0.0036560000000000,0.00000000000000622,0.0045520000000000,0.00000000000000767,0.0043280000000000
4398,0.00000000000000226,0.0031120000000000,0.00000000000000784,0.0026180000000000,0.0000000000000049,0.0017070000000000
4399,0.0000000000000028,0.0038640000000000,0.00000000000000465,0.0023780000000000,0.00000000000000364,0.00066500000000000
4400,0.00000000000000198,0.0011880000000000,0.00000000000000157,0.0020930000000000,0.00000000000000594,0.0020550000000000
4401,0.00000000000000387,0.0023710000000000,0.00000000000001120,0.0021020000000000,0.00000000000002618,0.0044840000000000
4402,0.00000000000000380,0.0020920000000000,0.00000000000000094,0.0015940000000000,0.00000000000000784,0.0011400000000000
4403,0.00000000000000229,0.0029170000000000,0.00000000000000783,0.0036920000000000,0.00000000000001119,0.00079900000000000
4404,0.00000000000000109,0.00077200000000000,0.00000000000000276,0.003153000000000,0.00000000000000426,0.00090200000000000
4405,0.0000000000000067,0.00089300000000000,0.00000000000000643,0.0023080000000000,0.0000000000000193,0.0032450000000000
4406,0.00000000000000557,0.0027410000000000,0.00000000000000603,0.0021320000000000,0.00000000000001777,0.0026860000000000
4407,0.00000000000000055,0.003676000000000,0.00000000000001609,0.0052540000000000,0.0000000000000295,0.0013590000000000
4408,0.00000000000000412,0.00080400000000000,0.00000000000000883,0.0028180000000000,0.00000000000001975,0.0017450000000000
4409,0.00000000000001668,0.0030100000000000,0.00000000000001834,0.0044090000000000,0.00000000000005030,0.0035830000000000
4410,0.00000000000000431,0.0026360000000000,0.00000000000000592,0.0023110000000000,0.00000000000001460,0.0035770000000000
4411,0.00000000000000035,0.002088000000000,0.000000000000001,0.00087800000000000,0.00000000000000221,0.0024590000000000
4412,0.00000000000000186,0.0041080000000000,0.00000000000000199,0.0031450000000000,0.00000000000000214,0.0012150000000000
4413,0.00000000000000424,0.0014760000000000,0.00000000000001019,0.0057760000000000,0.00000000000002498,0.0032510000000000
4414,0.00000000000000153,0.00058500000000000,0.00000000000000509,0.0016200000000000,0.00000000000001022,0.0034600000000000
4415,0.00000000000000139,0.0023090000000000,0.00000000000000190,0.0042970000000000,0.00000000000000492,0.0032240000000000
4416,0.00000000000000136,0.0019380000000000,0.00000000000000475,0.0037790000000000,0.00000000000000920,0.0026770000000000
4417,0.00000000000000611,0.0019060000000000,0.00000000000000782,0.00083800000000000,0.00000000000001985,0.0021040000000000
4418,0.00000000000000187,0.0037680000000000,0.00000000000000454,0.0044470000000000,0.00000000000000809,0.00070000000000000
4419,0.00000000000000293,0.00053600000000000,0.00000000000001137,0.0041650000000000,0.00000000000001721,0.0013580000000000
4420,0.00000000000000221,0.0004520000000000,0.00000000000000292,0.0035810000000000,0.00000000000000528,0.0013580000000000
4421,0.00000000000000477,0.0043050000000000,0.0000000000000086,0.0058450000000000,0.00000000000001316,0.0016320000000000
4422,0.0000000000000041,0.00315600000000,0.00000000000000403,0.0012900000000000,0.00000000000001197,0.00083800000000000
4423,0.00000000000000032,0.0020460000000000,0.00000000000000313,0.002926000000000,0.00000000000000563,0.0037640000000000
4424,0.00000000000000257,0.0079290000000000,0.00000000000000540,0.0015600000000000,0.00000000000001157,0.0013710000000000
4425,0.00000000000000080,0.0015500000000000,0.0000000000000020,0.0034130000000000,0.00000000000000263,0.0017250000000000
4426,0.00000000000000174,0.0056950000000000,0.00000000000000302,0.0040750000000000,0.00000000000000738,0.0051830000000000
4427,0.00000000000000643,0.0018440000000000,0.0000000000000073,0.0019380000000000,0.0000000000000199,0.0026550000000000
4428,0.0000000000000015,0.0041280000000000,0.00000000000000357,0.0027190000000000,0.00000000000000427,0.0019480000000000
4429,0.00000000000000130,0.0021220000000000,0.00000000000000513,0.0033660000000000,0.00000000000000933,0.0014990000000000
4430,0.00000000000001188,0.0035810000000000,0.00000000000001232,0.0046870000000000,0.00000000000003579,0.003193000000000
4431,0.00000000000000191,0.002004000000000,0.00000000000000275,0.0010330000000000,0.00000000000000453,0.0013170000000000
4432,0.00000000000000263,0.0011880000000000,0.00000000000000225,0.0033900000000000,0.00000000000000842,0.0020520000000000
4433,0.00000000000001135,0.00095700000000000,0.00000000000001053,0.0034010000000000,0.00000000000003259,0.00070000000000000
4434,0.00000000000000232,0.0023180000000000,0.0000000000000037,0.0013290000000000,0.00000000000000903,0.0023260000000000
4435,0.00000000000000347,0.0010560000000000,0.00000000000005700,0.002318000000000,0.00000000000005562,0.0033490000000000
4436,0.00000000000000152,0.0029450000000000,0.00000000000000430,0.0047740000000000,0.00000000000000713,0.00009380132678511
4437,0.0000000000000014,0.0022580000000000,0.00000000000000192,0.0011340000000000,0.00000000000000575,0.0045120000000000
4438,0.00000000000000259,0.00067400000000000,0.00000000000002100,0.0015260000000000,0.00000000000004011,0.0020800000000000
4439,0.00000000000000199,0.0053820000000000,0.00000000000000111,0.0026510000000000,0.00000000000000145,0.0017430000000000
4440,0.00000000000000212,0.0014630000000000,0.00000000000000414,0.0012600000000000,0.00000000000000688,0.003882000000000
4441,0.00000000000000164,0.0039120000000000,0.00000000000001042,0.0021610000000000,0.00000000000002026,0.0016210000000000
4442,0.00000000000000171,0.0028040000000000,0.00000000000000797,0.0061790000000000,0.00000000000001222,0.0041650000000000
4443,0.00000000000000249,0.0018600000000000,0.00000000000000519,0.0027690000000000,0.00000000000001185,0.0027970000000000
4444,0.00000000000000103,0.0067130000000000,0.00000000000000069,0.0024440000000000,0.00000000000000150,0.0049450000000000
4445,0.00000000000000268,0.0022690000000000,0.00000000000000486,0.0042360000000000,0.00000000000001386,0.0032130000000000
4446,0.00000000000000588,0.0047600000000000,0.00000000000000412,0.0024210000000000,0.00000000000001379,0.0036050000000000
4447,0.0000000000000035,0.0022420000000000,0.00000000000000443,0.0022080000000000,0.00000000000001152,0.0039760000000000
4448,0.00000000000001690,0.003858000000000,0.00000000000001368,0.0038290000000000,0.00000000000004635,0.0011090000000000
4449,0.00000000000000296,0.0061670000000000,0.00000000000000226,0.001356000000000,0.00000000000000680,0.0017000000000000
4450,0.00000000000000507,0.0015270000000000,0.00000000000000493,0.0043190000000000,0.00000000000001511,0.00053800000000000
4451,0.00000000000000200,0.0020200000000000,0.00000000000000303,0.0019340000000000,0.00000000000000536,0.0039920000000000
4452,0.00000000000000228,0.0010590000000000,0.00000000000000163,0.0012910000000000,0.00000000000000260,0.0011460000000000
4453,0.00000000000000148,0.0041760000000000,0.00000000000000444,0.00053200000000000,0.00000000000000815,0.0010780000000000
4454,0.00000000000000178,0.0024830000000000,0.0000000000000223,0.004264000000000,0.00000000000004252,0.0051600000000000
4455,0.00000000000000142,0.0011950000000000,0.0000000000000030,0.0032190000000000,0.00000000000000652,0.0040990000000000
4456,0.0000000000000100,0.0052320000000000,0.00000000000001360,0.002695000000000,0.00000000000003529,0.00080100000000000
4457,0.00000000000000337,0.0031900000000000,0.00000000000000917,0.0013330000000000,0.00000000000001728,0.0018890000000000
4458,0.00000000000000037,0.0023520000000000,0.00000000000000134,0.002226000000000,0.00000000000000256,0.00071000000000000
4459,0.00000000000000626,0.0015620000000000,0.00000000000000610,0.0013100000000000,0.00000000000002057,0.0036000000000000
4460,0.00000000000000395,0.0024450000000000,0.00000000000000565,0.0031460000000000,0.0000000000000042,0.0025680000000000
4461,0.00000000000000099,0.0020390000000000,0.00000000000000256,0.0031880000000000,0.00000000000000461,0.0037710000000000
4462,0.00000000000000757,0.0012190000000000,0.00000000000000537,0.002230000000000,0.0000000000000210,0.0041470000000000
4463,0.00000000000000176,0.0018790000000000,0.00000000000001623,0.0036730000000000,0.00000000000002390,0.0030550000000000
4464,0.00000000000000094,0.0042790000000000,0.00000000000000178,0.00066700000000000,0.00000000000000069,0.0042830000000000
4465,0.00000000000001060,0.0029900000000000,0.00000000000001339,0.00044500000000000,0.00000000000003304,0.0036810000000000
4466,0.00000000000000316,0.0043350000000000,0.00000000000000807,0.003740000000000,0.00000000000001176,0.0020400000000000
4467,0.00000000000000526,0.002307000000000,0.00000000000000408,0.00035400000000000,0.00000000000001535,0.0033790000000000
4468,0.00000000000000280,0.002931000000000,0.00000000000000374,0.003777000000000,0.00000000000000639,0.0048070000000000
4469,0.00000000000000125,0.0029360000000000,0.00000000000000528,0.0012370000000000,0.00000000000001079,0.0031200000000000
4470,0.00000000000000075,0.0025530000000000,0.00000000000000041,0.0033860000000000,0.00000000000000089,0.002424000000000
4471,0.00000000000000195,0.0047170000000000,0.00000000000000370,0.0037390000000000,0.00000000000000497,0.0017160000000000
4472,0.00000000000000119,0.0041730000000000,0.00000000000001287,0.0036250000000000,0.00000000000002473,0.0024360000000000
4473,0.00000000000000795,0.003032000000000,0.00000000000000737,0.0029540000000000,0.00000000000002265,0.0034960000000000
4474,0.00000000000000332,0.0056420000000000,0.00000000000000582,0.0036860000000000,0.00000000000001527,0.00029400000000000
4475,0.0000000000000074,0.0032300000000000,0.00000000000003369,0.0015080000000000,0.00000000000006144,0.0007650000000000
4476,0.00000000000000080,0.0008630000000000,0.00000000000000686,0.0033620000000000,0.00000000000000990,0.0042610000000000
4477,0.00000000000000094,0.0030010000000000,0.00000000000000090,0.0027150000000000,0.00000000000000296,0.0018880000000000
4478,0.00000000000000128,0.0050520000000000,0.00000000000000333,0.0018060000000000,0.00000000000000606,0.0022070000000000
4479,0.00000000000000526,0.0022180000000000,0.00000000000000530,0.0032090000000000,0.00000000000001376,0.0024860000000000
4480,0.00000000000001898,0.0011080000000000,0.00000000000001335,0.0028300000000000,0.00000000000005078,0.001529000000000
4481,0.00000000000000449,0.0016730000000000,0.00000000000000415,0.0044910000000000,0.00000000000001219,0.00093900000000000
4482,0.00000000000001187,0.0012440000000000,0.00000000000002255,0.0009650000000000,0.00000000000004968,0.0025840000000000
4483,0.00000000000000338,0.00063000000000000,0.00000000000000304,0.0028290000000000,0.00000000000001287,0.00063000000000000
4484,0.00000000000000101,0.0022060000000000,0.0000000000000039,0.00076000000000000,0.00000000000000671,0.00096300000000000
4485,0.00000000000000145,0.0027760000000000,0.00000000000000477,0.0015440000000000,0.00000000000000296,0.0034050000000000
4486,0.00000000000000168,0.0026670000000000,0.00000000000000920,0.004569000000000,0.00000000000001888,0.0024860000000000
4487,0.00000000000000107,0.0041830000000000,0.00000000000000952,0.0046150000000000,0.00000000000001917,0.0015350000000000
4488,0.00000000000000392,0.0017390000000000,0.00000000000000594,0.0006390000000000,0.00000000000001584,0.0012170000000000
4489,0.00000000000000053,0.0049990000000000,0.00000000000000560,0.002306000000000,0.00000000000001068,0.0025960000000000
4490,0.00000000000000289,0.0029000000000000,0.00000000000000619,0.0031650000000000,0.00000000000001182,0.00001367038112249
4491,0.00000000000000835,0.0018290000000000,0.00000000000000904,0.004446000000000,0.00000000000002590,0.0031280000000000
4492,0.00000000000000057,0.0031390000000000,0.00000000000000043,0.0026700000000000,0.0000000000000026,0.0028550000000000
4493,0.00000000000000366,0.005900000000000,0.00000000000000511,0.0044000000000000,0.00000000000001233,0.0011460000000000
4494,0.00000000000000267,0.0047820000000000,0.00000000000000971,0.0023340000000000,0.00000000000001924,0.0069780000000000
